@relation iots-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C11-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C12-Lfirst-last-V-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-14

@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute collectionf {remrecoshr,remshr,remserv,remoptishr,reminsi,remreco,locopti,reminsishr,locinsi,remopti,locally,locreco}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}

@data
1,1,1,0,0,0,0,0,0,hvac,opauto,locopti,cam,locally,opti
1,2,1,0,0,1,0,0,1,alarm,preshouse,remreco,cohvac,remserv,reco
1,1,0,1,1,1,0,0,0,refr,alert,remoptishr,colight,share,opti
0,-2,-2,-2,-2,-2,0,0,1,refr,lochouse,locally,locsens,locally,nothing
0,-2,-1,-2,-2,-1,0,0,0,wash,lochouse,remrecoshr,cotv,share,reco
1,0,0,0,0,0,0,0,0,assis,opauto,remopti,cosecu,remserv,opti
1,1,1,1,0,0,0,0,1,light,preshouse,locreco,watch,locally,reco
1,0,0,0,0,0,0,0,0,tv,alert,reminsi,coalarm,remserv,insight
1,0,0,0,0,0,0,0,1,hvac,preshouse,reminsishr,watch,share,insight
1,0,0,0,0,0,0,0,0,wash,alert,locinsi,colight,locally,insight
1,0,0,0,0,0,0,0,1,refr,lochouse,locally,cohvac,locally,nothing
1,0,0,0,0,0,0,0,0,assis,opauto,remopti,cotv,remserv,opti
1,0,0,0,0,0,0,0,0,hvac,opauto,locopti,cowash,locally,opti
1,0,0,0,0,0,0,0,0,light,opauto,remshr,corefri,share,nothing
1,0,0,0,0,0,0,0,0,wash,lochouse,remrecoshr,cosecu,share,reco
1,0,0,0,0,0,0,0,1,alarm,preshouse,remreco,locsens,remserv,reco
1,0,0,0,0,0,0,0,0,secu,lochouse,remserv,cam,remserv,nothing
1,0,0,0,0,0,0,0,0,refr,alert,remoptishr,micro,share,opti
1,0,0,0,0,0,0,0,1,light,preshouse,locreco,coassis,locally,reco
0,-1,1,1,2,2,2,1,0,tv,alert,locinsi,locsens,locally,insight
0,0,1,0,-1,-1,2,1,0,alarm,opauto,remshr,coassis,share,nothing
0,1,2,1,2,2,2,1,0,light,alert,remoptishr,cohvac,share,opti
0,-1,0,0,1,2,2,1,1,secu,opauto,remopti,micro,remserv,opti
1,3,2,2,2,3,2,1,0,light,lochouse,locally,cotv,locally,nothing
0,-1,-1,-2,0,-1,2,1,0,refr,alert,reminsi,watch,remserv,insight
0,-1,0,-1,0,0,2,1,0,assis,preshouse,reminsishr,cowash,share,insight
0,-2,0,-1,-1,-1,2,1,1,tv,lochouse,remrecoshr,colight,share,reco
0,-1,0,1,-1,0,2,1,1,wash,lochouse,remserv,corefri,remserv,nothing
1,1,2,1,1,1,2,1,1,assis,opauto,locopti,coalarm,locally,opti
0,-3,-3,-3,-1,-1,2,1,0,alarm,preshouse,locreco,cam,locally,reco
0,-2,-1,-2,-1,-1,2,1,0,hvac,preshouse,remreco,cosecu,remserv,reco
1,1,2,2,1,1,0,0,0,assis,preshouse,locally,cam,locally,nothing
0,-2,-3,-2,-2,-2,0,0,1,secu,lochouse,remshr,locsens,share,nothing
1,1,1,1,2,2,0,0,1,assis,opauto,remoptishr,coassis,share,opti
1,3,3,2,3,3,0,0,1,hvac,opauto,reminsi,cohvac,remserv,insight
1,2,2,2,2,2,0,0,0,tv,alert,reminsishr,cotv,share,insight
1,2,2,2,2,1,0,0,1,alarm,opauto,locinsi,watch,locally,insight
0,-2,-2,-2,-2,-3,0,0,0,wash,alert,remreco,cowash,remserv,reco
0,-2,-2,-3,-3,-3,0,0,0,refr,lochouse,remopti,corefri,remserv,opti
0,-3,-2,-3,-3,-3,0,0,0,tv,lochouse,locopti,micro,locally,opti
0,-2,-2,-2,-3,-2,0,0,0,alarm,preshouse,remrecoshr,coalarm,share,reco
1,2,2,2,1,2,0,0,0,secu,alert,locreco,cosecu,locally,reco
0,-2,-2,-2,-2,-2,0,0,0,light,preshouse,remserv,colight,remserv,nothing
0,-3,-3,-3,-3,0,1,1,1,assis,alert,locopti,colight,locally,opti
0,-3,-3,-3,-3,0,1,1,0,light,preshouse,remoptishr,watch,share,opti
0,-3,-3,-3,-3,0,1,1,1,tv,opauto,remrecoshr,corefri,share,reco
0,-3,-3,-3,-3,0,1,1,0,alarm,lochouse,locreco,cotv,locally,reco
1,-2,1,-2,1,1,1,1,1,secu,alert,remopti,coalarm,remserv,opti
0,-3,-3,-3,-3,0,1,1,1,wash,opauto,remserv,micro,remserv,nothing
0,-3,-3,-3,-3,0,1,1,0,light,opauto,locally,cowash,locally,nothing
0,-3,-3,-3,-3,0,1,1,0,hvac,lochouse,remreco,cam,remserv,reco
0,-3,-3,-3,-3,0,1,1,0,assis,lochouse,reminsishr,cosecu,share,insight
0,-3,-3,-3,-3,0,1,1,0,refr,preshouse,reminsi,locsens,remserv,insight
0,-3,-3,-3,-3,0,1,1,0,tv,preshouse,locinsi,coassis,locally,insight
0,-3,-3,-3,-3,0,1,1,0,alarm,alert,remshr,cohvac,share,nothing
0,-2,-2,-2,-3,2,1,0,0,alarm,opauto,remshr,micro,share,nothing
0,1,3,1,0,2,1,0,1,secu,opauto,remopti,cowash,remserv,opti
0,-3,-3,-3,-3,-2,1,0,1,tv,lochouse,remrecoshr,cam,share,reco
1,3,3,3,3,3,1,0,0,tv,alert,locinsi,corefri,locally,insight
1,0,0,0,-1,-3,1,0,0,refr,alert,reminsi,colight,remserv,insight
1,3,3,3,3,3,1,0,1,assis,opauto,locopti,cosecu,locally,opti
0,1,1,1,0,0,1,0,1,wash,lochouse,remserv,cotv,remserv,nothing
0,3,0,-2,-2,-1,1,0,0,assis,preshouse,reminsishr,locsens,share,insight
1,3,3,3,3,3,1,0,0,alarm,preshouse,locreco,cohvac,locally,reco
0,-3,-3,-3,-3,-3,1,0,0,light,alert,remoptishr,coalarm,share,opti
0,-2,0,-3,-3,-3,1,0,0,hvac,preshouse,remreco,coassis,remserv,reco
1,3,3,3,3,3,1,0,0,light,lochouse,locally,watch,locally,nothing
1,2,2,0,1,-1,2,2,0,secu,opauto,locreco,coalarm,locally,reco
0,-3,-1,-3,-2,-2,2,2,0,hvac,lochouse,reminsi,cam,remserv,insight
0,-2,-3,-1,-2,-2,2,2,0,alarm,lochouse,locinsi,cotv,locally,insight
0,-2,0,0,-1,-1,2,2,0,assis,lochouse,remoptishr,cosecu,share,opti
0,-2,-2,-2,-2,-2,2,2,1,alarm,alert,remrecoshr,cohvac,share,reco
0,-2,-2,-2,-2,-2,2,2,1,refr,preshouse,remopti,locsens,remserv,opti
1,1,1,1,1,0,2,2,0,assis,alert,locally,colight,locally,nothing
0,-2,-2,-2,-2,-2,2,2,0,secu,preshouse,remshr,cowash,share,nothing
0,-2,-2,-2,-2,-2,2,2,1,tv,preshouse,locopti,coassis,locally,opti
0,-1,-1,-1,-1,-1,2,2,1,light,alert,remserv,watch,remserv,nothing
0,-1,-2,-2,-2,-2,2,2,0,wash,opauto,remreco,micro,remserv,reco
0,-2,-2,-2,-2,-2,2,2,0,tv,opauto,reminsishr,corefri,share,insight
0,0,0,0,0,0,0,1,0,alarm,lochouse,remserv,cosecu,remserv,nothing
1,1,1,1,1,1,0,1,0,tv,preshouse,remreco,watch,remserv,reco
1,1,1,1,1,0,0,1,0,refr,opauto,locopti,cotv,locally,opti
1,2,1,2,1,-1,0,1,1,assis,alert,reminsi,micro,remserv,insight
0,-2,0,-2,-1,-1,0,1,0,refr,preshouse,reminsishr,cohvac,share,insight
0,-2,0,-3,-2,-1,0,1,1,wash,opauto,remshr,colight,share,nothing
1,1,1,1,1,0,0,1,0,light,opauto,remopti,cam,remserv,opti
1,0,0,0,0,0,0,1,0,secu,lochouse,locally,coassis,locally,nothing
0,-1,0,-1,0,0,0,1,1,secu,alert,remoptishr,corefri,share,opti
1,1,1,1,1,0,0,1,1,hvac,alert,locinsi,coalarm,locally,insight
1,1,1,1,0,0,0,1,0,wash,preshouse,locreco,locsens,locally,reco
0,-2,0,-2,-2,0,0,1,0,hvac,lochouse,remrecoshr,cowash,share,reco
1,0,0,0,0,0,0,0,1,tv,alert,remreco,cosecu,remserv,reco
1,1,1,1,1,1,0,0,0,light,lochouse,remopti,micro,remserv,opti
0,-1,-1,-3,-3,-3,0,0,0,refr,lochouse,locopti,coalarm,locally,opti
1,1,1,1,1,1,0,0,0,assis,opauto,reminsi,watch,remserv,insight
1,2,2,2,2,2,0,0,0,secu,opauto,remoptishr,cohvac,share,opti
1,1,1,1,1,1,0,0,0,hvac,opauto,locinsi,locsens,locally,insight
1,2,2,2,2,2,0,0,1,secu,preshouse,locally,cotv,locally,nothing
0,-2,-2,-2,-2,-2,0,0,1,wash,alert,locreco,cam,locally,reco
0,0,0,0,0,0,0,0,0,hvac,preshouse,remrecoshr,colight,share,reco
0,-3,-3,-3,-3,-3,0,0,0,alarm,preshouse,remserv,corefri,remserv,nothing
0,-3,-3,-3,-3,-3,0,0,1,refr,alert,reminsishr,cowash,share,insight
0,-3,-3,-3,-3,-3,0,0,0,wash,lochouse,remshr,coassis,share,nothing
1,2,2,2,1,1,0,1,0,assis,alert,remopti,cosecu,remserv,opti
0,-3,-2,-2,-3,-2,0,1,1,hvac,lochouse,reminsishr,coassis,share,insight
0,-2,-2,-2,-2,-2,0,1,0,tv,preshouse,reminsi,corefri,remserv,insight
0,-3,-3,-2,-2,-2,0,1,0,wash,opauto,remrecoshr,cotv,share,reco
0,-2,-2,-2,-2,-2,0,1,0,refr,preshouse,remoptishr,colight,share,opti
0,-2,-2,-2,-2,-2,0,1,0,light,alert,remshr,coalarm,share,nothing
1,2,2,2,2,2,0,1,1,refr,opauto,locally,locsens,locally,nothing
0,-2,-2,-2,-2,-2,0,1,0,secu,opauto,remserv,cowash,remserv,nothing
1,1,1,2,2,2,0,1,1,light,lochouse,locreco,watch,locally,reco
0,-2,-2,-2,-2,-2,0,1,0,hvac,alert,locopti,cam,locally,opti
0,-3,-3,-3,-3,-3,0,1,0,wash,preshouse,locinsi,micro,locally,insight
0,-2,-2,-2,-2,-2,0,1,1,alarm,lochouse,remreco,cohvac,remserv,reco
0,-3,-3,1,-3,-3,0,0,1,refr,opauto,remoptishr,cam,share,opti
1,2,2,3,-2,-3,0,0,0,light,alert,locreco,colight,locally,reco
0,-2,-3,2,1,1,0,0,1,wash,opauto,locinsi,cowash,locally,insight
0,-1,-1,-1,0,1,0,0,0,assis,lochouse,remopti,coassis,remserv,opti
0,0,-3,0,0,-3,0,0,0,refr,preshouse,locally,corefri,locally,nothing
0,-2,-2,2,-1,1,0,0,0,hvac,alert,reminsishr,micro,share,insight
1,1,1,1,1,1,0,0,0,alarm,alert,remreco,coalarm,remserv,reco
1,-1,-3,0,-2,-2,0,0,0,wash,preshouse,remrecoshr,watch,share,reco
1,2,2,2,3,3,0,0,0,hvac,lochouse,locopti,cohvac,locally,opti
0,-3,-2,-2,-2,-2,0,0,1,light,lochouse,remshr,cosecu,share,nothing
1,1,2,1,2,2,0,0,0,secu,preshouse,remserv,locsens,remserv,nothing
1,1,-1,1,1,2,0,0,1,tv,opauto,reminsi,cotv,remserv,insight
0,-3,-2,-3,-3,0,0,2,0,tv,alert,remopti,cam,remserv,opti
0,-2,-1,-2,-2,0,0,2,1,assis,alert,remshr,colight,share,nothing
1,2,3,2,3,2,0,2,0,hvac,opauto,locally,coassis,locally,nothing
0,-3,-1,-2,-2,0,0,2,1,alarm,preshouse,reminsi,micro,remserv,insight
1,-1,-1,-1,-1,0,0,2,1,hvac,preshouse,remoptishr,corefri,share,opti
0,-1,-1,-1,-1,0,0,2,0,light,opauto,remrecoshr,cowash,share,reco
1,2,1,2,2,1,0,2,1,light,preshouse,locinsi,coalarm,locally,insight
1,2,1,2,2,2,0,2,0,wash,alert,locopti,cotv,locally,opti
1,-1,1,0,0,0,0,2,0,secu,lochouse,remreco,watch,remserv,reco
0,-1,-1,-1,-1,0,0,2,0,wash,lochouse,reminsishr,cohvac,share,insight
1,0,0,-1,-1,0,0,2,0,assis,lochouse,locreco,locsens,locally,reco
0,-1,-2,-1,-1,0,0,2,0,refr,opauto,remserv,cosecu,remserv,nothing
1,2,1,1,1,1,1,2,0,hvac,opauto,locally,coalarm,locally,nothing
0,-2,-3,-2,-1,-2,1,2,0,wash,lochouse,reminsishr,colight,share,insight
0,-1,1,-1,1,1,1,2,1,wash,alert,locopti,locsens,locally,opti
1,-1,2,0,1,1,1,2,0,light,preshouse,locinsi,cam,locally,insight
1,-1,2,1,1,1,1,2,0,alarm,preshouse,reminsi,cosecu,remserv,insight
0,-1,-1,1,0,0,1,2,1,refr,opauto,remserv,cohvac,remserv,nothing
0,-2,-2,0,0,0,1,2,0,assis,lochouse,locreco,micro,locally,reco
0,-3,-1,-2,-1,-1,1,2,1,light,opauto,remrecoshr,coassis,share,reco
0,0,-2,-1,0,-1,1,2,0,secu,lochouse,remreco,corefri,remserv,reco
0,-3,-2,-2,-1,-1,1,2,0,hvac,preshouse,remoptishr,cowash,share,opti
0,2,2,2,2,2,1,2,1,tv,alert,remopti,watch,remserv,opti
0,-2,-1,-2,-1,-1,1,2,0,assis,alert,remshr,cotv,share,nothing
0,0,1,1,1,-1,2,2,0,hvac,lochouse,reminsi,cotv,remserv,insight
0,-3,-2,-3,-3,2,2,2,0,secu,preshouse,remshr,cosecu,share,nothing
0,-3,0,-2,-1,2,2,2,0,alarm,alert,remrecoshr,watch,share,reco
1,1,1,1,1,0,2,2,1,secu,opauto,locreco,colight,locally,reco
1,2,2,2,2,0,2,2,1,assis,alert,locally,corefri,locally,nothing
0,0,-2,0,-1,-1,2,2,0,alarm,lochouse,locinsi,cowash,locally,insight
1,1,1,0,1,0,2,2,1,wash,opauto,remreco,coalarm,remserv,reco
0,-3,-3,-3,-3,-3,2,2,0,assis,lochouse,remoptishr,cam,share,opti
1,1,2,0,1,0,2,2,0,tv,preshouse,locopti,cohvac,locally,opti
0,0,-2,0,0,-2,2,2,0,light,alert,remserv,locsens,remserv,nothing
0,1,1,0,1,1,2,2,0,refr,preshouse,remopti,coassis,remserv,opti
0,-2,-2,-3,-3,-3,2,2,1,tv,opauto,reminsishr,micro,share,insight
1,-1,1,-1,0,-1,1,2,1,alarm,preshouse,locinsi,locsens,locally,insight
0,-3,-2,-2,-1,0,1,2,0,secu,lochouse,locreco,cam,locally,reco
0,-3,-2,-2,-2,-2,1,2,1,hvac,preshouse,reminsi,watch,remserv,insight
0,-2,-2,-2,-2,-2,1,2,1,secu,alert,remshr,coassis,share,nothing
1,2,1,2,0,-1,1,2,0,refr,alert,remopti,micro,remserv,opti
0,-2,-2,-2,-2,-2,1,2,0,wash,lochouse,remreco,cosecu,remserv,reco
0,-3,-3,-2,-2,-3,1,2,0,tv,lochouse,reminsishr,cowash,share,insight
1,2,1,2,2,0,1,2,0,light,opauto,remserv,corefri,remserv,nothing
0,-3,-3,-3,-3,-3,1,2,1,assis,preshouse,remoptishr,cohvac,share,opti
0,-2,-2,-2,-2,-1,1,2,0,alarm,opauto,remrecoshr,colight,share,reco
1,1,1,1,1,0,1,2,0,tv,alert,locopti,coalarm,locally,opti
1,2,2,2,2,0,1,2,0,assis,opauto,locally,cotv,locally,nothing
1,2,3,1,3,2,1,0,0,light,lochouse,remopti,cohvac,remserv,opti
0,-2,-2,2,-2,-3,1,0,0,wash,alert,locreco,corefri,locally,reco
1,3,3,2,3,2,1,0,1,assis,opauto,reminsi,cowash,remserv,insight
1,3,2,2,3,-2,1,0,0,tv,alert,remreco,colight,remserv,reco
1,2,3,2,3,2,1,0,0,hvac,preshouse,remrecoshr,locsens,share,reco
1,2,0,2,0,-3,1,0,0,refr,alert,reminsishr,coalarm,share,insight
0,-3,-2,-3,-3,-3,1,0,1,wash,lochouse,remshr,cam,share,nothing
1,2,3,3,2,2,1,0,1,hvac,opauto,locinsi,cosecu,locally,insight
1,3,2,2,3,2,1,0,0,alarm,preshouse,remserv,coassis,remserv,nothing
0,-3,0,-2,-3,-2,1,0,1,secu,opauto,remoptishr,cotv,share,opti
1,2,2,0,-2,-3,1,0,0,secu,preshouse,locally,micro,locally,nothing
0,-3,0,-3,-2,-3,1,0,0,refr,lochouse,locopti,watch,locally,opti
0,-3,1,-1,-1,1,2,1,0,secu,alert,remshr,colight,share,nothing
0,-3,-2,-3,-2,1,2,1,0,hvac,preshouse,reminsi,micro,remserv,insight
0,-2,1,-3,-1,1,2,1,1,secu,lochouse,locreco,locsens,locally,reco
0,-1,-2,0,-1,-1,2,1,1,wash,lochouse,remreco,watch,remserv,reco
0,-2,1,-2,-1,1,2,1,0,light,opauto,remserv,cosecu,remserv,nothing
0,-3,-1,-2,-2,2,2,1,0,tv,alert,locopti,cotv,locally,opti
0,-3,-2,-3,-3,2,2,1,1,tv,lochouse,reminsishr,cohvac,share,insight
1,2,2,2,2,3,2,1,0,alarm,preshouse,locinsi,coalarm,locally,insight
0,-2,-2,-2,-1,-1,2,1,0,alarm,opauto,remrecoshr,cowash,share,reco
1,0,1,-1,1,3,2,1,0,refr,alert,remopti,cam,remserv,opti
0,-3,1,-3,-3,1,2,1,0,assis,preshouse,remoptishr,corefri,share,opti
1,-1,1,-2,-1,2,2,1,1,assis,opauto,locally,coassis,locally,nothing
0,2,-1,2,-1,-1,0,1,0,wash,opauto,remopti,cam,remserv,opti
1,1,1,1,2,2,0,1,1,hvac,opauto,remshr,colight,share,nothing
0,1,-1,1,-1,-2,0,1,0,refr,lochouse,remrecoshr,cowash,share,reco
1,1,1,2,1,1,0,1,0,tv,lochouse,remserv,cosecu,remserv,nothing
1,3,3,3,2,2,0,1,0,alarm,lochouse,locally,coassis,locally,nothing
1,2,2,2,2,3,0,1,0,hvac,preshouse,locreco,locsens,locally,reco
0,2,1,2,2,2,0,1,1,light,alert,reminsi,micro,remserv,insight
0,-1,2,2,1,1,0,1,1,refr,alert,locinsi,coalarm,locally,insight
1,1,2,1,2,2,0,1,0,secu,preshouse,reminsishr,cohvac,share,insight
0,1,1,2,2,2,0,1,0,secu,opauto,locopti,cotv,locally,opti
0,2,-1,2,2,-1,0,1,1,alarm,alert,remoptishr,corefri,share,opti
0,2,2,2,2,2,0,1,0,assis,preshouse,remreco,watch,remserv,reco
1,2,1,2,3,2,1,0,0,hvac,preshouse,locally,colight,locally,nothing
0,-2,1,-1,-2,-1,1,0,1,hvac,opauto,remoptishr,cosecu,share,opti
0,-2,-3,0,-2,-2,1,0,1,assis,lochouse,remshr,cowash,share,nothing
0,-2,-2,-2,-2,-3,1,0,0,wash,alert,reminsishr,corefri,share,insight
0,-1,-2,-1,-2,-3,1,0,0,refr,preshouse,remserv,watch,remserv,nothing
1,2,2,1,2,2,1,0,0,assis,alert,locreco,coalarm,locally,reco
0,-2,-1,-2,-2,0,1,0,1,alarm,opauto,reminsi,cam,remserv,insight
1,1,2,2,0,-1,1,0,1,light,opauto,locinsi,cotv,locally,insight
1,0,1,1,0,-1,1,0,0,wash,lochouse,locopti,coassis,locally,opti
0,-2,1,-2,1,1,1,0,0,light,preshouse,remrecoshr,cohvac,share,reco
0,-2,1,-2,1,1,1,0,0,secu,alert,remreco,micro,remserv,reco
1,1,1,-1,2,2,1,0,0,tv,lochouse,remopti,locsens,remserv,opti
0,-3,-2,-3,-1,1,1,1,1,light,preshouse,remoptishr,micro,share,opti
0,-3,-1,-1,-1,1,1,1,0,alarm,lochouse,locreco,coassis,locally,reco
1,1,1,1,1,1,1,1,0,light,opauto,locally,cohvac,locally,nothing
1,-3,-1,-1,-1,1,1,1,0,hvac,lochouse,remreco,locsens,remserv,reco
0,-3,0,-1,-1,1,1,1,0,tv,opauto,remrecoshr,cosecu,share,reco
0,-3,-3,-1,-2,1,1,1,1,tv,preshouse,locinsi,colight,locally,insight
0,-3,-2,-2,-2,1,1,1,0,assis,lochouse,reminsishr,watch,share,insight
0,-3,-3,-1,0,1,1,1,1,refr,preshouse,reminsi,coalarm,remserv,insight
0,-3,-3,-1,-1,1,1,1,1,alarm,alert,remshr,corefri,share,nothing
0,-3,-2,-1,-2,1,1,1,0,secu,alert,remopti,cotv,remserv,opti
1,-1,1,-1,-1,1,1,1,0,wash,opauto,remserv,cam,remserv,nothing
1,1,1,2,1,1,1,1,0,assis,alert,locopti,cowash,locally,opti
0,-2,-2,-3,-3,-3,0,0,0,alarm,alert,remreco,cam,remserv,reco
1,2,2,2,2,2,0,0,0,light,alert,locreco,cotv,locally,reco
0,-3,-3,-3,-3,-3,0,0,0,hvac,alert,reminsishr,cosecu,share,insight
0,-2,-2,-2,-2,-2,0,0,1,tv,opauto,reminsi,locsens,remserv,insight
1,2,2,2,2,1,0,0,0,refr,preshouse,locally,cowash,locally,nothing
0,-1,-1,-2,-2,-2,0,0,1,wash,opauto,locinsi,coassis,locally,insight
0,-3,-3,-3,-3,-3,0,0,0,secu,preshouse,remserv,micro,remserv,nothing
0,-2,-2,-2,-3,-3,0,0,0,assis,lochouse,remopti,coalarm,remserv,opti
0,-3,-3,-3,-3,-3,0,0,1,refr,opauto,remoptishr,watch,share,opti
0,-2,-2,-2,-2,-2,0,0,1,light,lochouse,remshr,cohvac,share,nothing
0,-2,-2,-3,-3,-3,0,0,0,hvac,lochouse,locopti,colight,locally,opti
0,-3,-3,-3,-3,-3,0,0,0,wash,preshouse,remrecoshr,corefri,share,reco
1,1,2,0,2,2,1,1,0,refr,alert,remshr,cotv,share,nothing
1,1,1,0,2,1,1,1,0,tv,preshouse,remoptishr,cowash,share,opti
1,1,2,2,2,1,1,1,0,alarm,lochouse,reminsishr,colight,share,insight
1,1,1,1,-1,0,1,1,1,secu,opauto,remrecoshr,coassis,share,reco
1,0,1,1,1,0,1,1,1,assis,opauto,remserv,cohvac,remserv,nothing
1,-3,-2,-2,-2,-1,1,1,0,refr,lochouse,locreco,micro,locally,reco
1,0,1,1,2,2,1,1,1,alarm,alert,locopti,locsens,locally,opti
1,1,2,1,2,1,1,1,0,light,lochouse,remreco,corefri,remserv,reco
1,1,2,2,1,1,1,1,1,hvac,alert,remopti,watch,remserv,opti
1,1,1,2,2,1,1,1,0,tv,opauto,locally,coalarm,locally,nothing
1,-2,-3,-1,1,-1,1,1,0,wash,preshouse,reminsi,cosecu,remserv,insight
1,1,2,1,1,1,1,1,0,secu,preshouse,locinsi,cam,locally,insight
0,-3,-3,-3,-3,-2,2,0,1,alarm,lochouse,locopti,coalarm,locally,opti
0,-2,-1,-2,-2,-2,2,0,1,hvac,lochouse,remopti,micro,remserv,opti
1,-1,1,-1,-1,1,2,0,0,secu,opauto,locinsi,locsens,locally,insight
0,-3,-3,-3,-3,-3,2,0,0,light,alert,remreco,cosecu,remserv,reco
1,0,2,1,1,1,2,0,0,wash,opauto,reminsi,watch,remserv,insight
0,-3,-3,-3,-3,-3,2,0,1,secu,preshouse,remrecoshr,colight,share,reco
0,-3,-3,-3,-3,-3,2,0,0,refr,alert,locreco,cam,locally,reco
0,-3,-3,-3,-3,-3,2,0,0,alarm,alert,reminsishr,cowash,share,insight
0,-3,-3,-3,-3,-3,2,0,1,assis,preshouse,remserv,corefri,remserv,nothing
0,-3,-3,-3,-3,-3,2,0,0,refr,lochouse,remshr,coassis,share,nothing
0,-2,-3,-1,-1,-2,2,0,0,tv,opauto,remoptishr,cohvac,share,opti
0,-2,-2,-2,-2,-2,2,0,0,tv,preshouse,locally,cotv,locally,nothing
0,-3,-3,-1,-3,1,1,1,0,hvac,preshouse,locinsi,watch,locally,insight
0,-3,-3,-3,-3,-1,1,1,1,light,alert,remopti,corefri,remserv,opti
0,-3,-3,-3,-3,-3,1,1,0,tv,lochouse,remreco,cowash,remserv,reco
0,-3,-3,-1,-3,-2,1,1,1,refr,alert,locopti,micro,locally,opti
0,-3,-3,-3,-3,1,1,1,0,secu,opauto,locally,cam,locally,nothing
0,-3,-3,-3,-3,2,1,1,0,refr,lochouse,reminsishr,cotv,share,insight
0,-3,-3,-3,-3,2,1,1,0,assis,preshouse,reminsi,cohvac,remserv,insight
0,-3,-3,-3,-3,-2,1,1,1,alarm,opauto,remserv,colight,remserv,nothing
0,-3,-3,-3,-3,-1,1,1,0,wash,alert,remshr,locsens,share,nothing
0,-3,-3,-3,-3,-1,1,1,0,wash,lochouse,locreco,cosecu,locally,reco
0,-3,-3,-3,-3,-2,1,1,1,hvac,opauto,remrecoshr,coalarm,share,reco
0,-3,-3,-3,-3,-2,1,1,0,secu,preshouse,remoptishr,coassis,share,opti
1,3,3,3,3,3,1,0,0,secu,preshouse,locally,locsens,locally,nothing
1,-2,-1,-1,-2,-2,1,0,1,wash,lochouse,remshr,coalarm,share,nothing
1,-1,1,-1,0,1,1,0,0,refr,alert,reminsishr,coassis,share,insight
1,3,2,3,3,2,1,0,1,assis,opauto,reminsi,corefri,remserv,insight
1,0,1,0,2,1,1,0,0,hvac,preshouse,remrecoshr,cotv,share,reco
1,3,3,3,3,3,1,0,1,hvac,opauto,locinsi,micro,locally,insight
1,3,3,3,3,3,1,0,0,light,lochouse,remopti,cosecu,remserv,opti
1,2,1,2,2,2,1,0,0,tv,alert,remreco,cohvac,remserv,reco
1,0,0,2,2,2,1,0,0,alarm,preshouse,remserv,cowash,remserv,nothing
1,-1,2,1,1,1,1,0,1,secu,opauto,remoptishr,colight,share,opti
1,2,-1,3,0,-2,1,0,0,refr,lochouse,locopti,cam,locally,opti
1,3,1,3,2,2,1,0,0,wash,alert,locreco,watch,locally,reco
0,-3,-3,-3,-3,-1,2,1,0,assis,alert,reminsi,cohvac,remserv,insight
0,-3,-3,-3,-3,-3,2,1,0,wash,opauto,remshr,locsens,share,nothing
0,-1,0,-1,-1,-1,2,1,0,secu,alert,remoptishr,coassis,share,opti
0,-1,-2,-2,-3,-3,2,1,0,alarm,lochouse,remserv,colight,remserv,nothing
0,-3,-2,-2,-2,-2,2,1,1,secu,lochouse,locally,cam,locally,nothing
0,-3,-2,0,0,0,2,1,0,hvac,alert,locinsi,watch,locally,insight
0,0,-2,0,-1,-3,2,1,1,wash,preshouse,locreco,cosecu,locally,reco
0,-2,-3,-1,-1,-3,2,1,0,refr,opauto,locopti,micro,locally,opti
0,-2,-2,-2,-2,-2,2,1,0,light,opauto,remopti,corefri,remserv,opti
0,-3,-3,-2,-3,-3,2,1,1,tv,preshouse,remreco,cowash,remserv,reco
0,-3,-3,-3,-3,-3,2,1,0,hvac,lochouse,remrecoshr,coalarm,share,reco
0,-3,-3,-3,-3,-3,2,1,1,refr,preshouse,reminsishr,cotv,share,insight
0,-2,-1,-1,-2,0,0,2,1,wash,lochouse,remoptishr,coalarm,share,opti
0,-1,0,-1,-1,1,0,2,0,refr,opauto,remreco,coassis,remserv,reco
1,1,0,1,0,-1,0,2,0,tv,opauto,locreco,cohvac,locally,reco
0,-2,0,-2,-2,0,0,2,1,secu,lochouse,reminsi,colight,remserv,insight
0,-3,-1,-2,-3,0,0,2,0,light,opauto,reminsishr,locsens,share,insight
0,-2,-2,-2,-2,-1,0,2,0,hvac,alert,remserv,cotv,remserv,nothing
0,1,0,1,0,0,0,2,1,assis,lochouse,locinsi,corefri,locally,insight
0,-2,-2,-1,-2,-2,0,2,0,alarm,preshouse,remopti,cowash,remserv,opti
