@relation '4Cluster-weka.filters.unsupervised.attribute.NumericToNominal-R2-9-weka.filters.unsupervised.attribute.Reorder-R1-7,9,8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1'

@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}
@attribute cluster {cluster2,cluster3,cluster0,cluster1}
@attribute decision {0,1}

@data
hvac,opauto,cohvac,remserv,reco,cluster3,1
tv,alert,cotv,share,reco,cluster3,0
secu,preshouse,cosecu,remserv,opti,cluster3,1
assis,opauto,watch,remserv,insight,cluster2,0
alarm,preshouse,corefri,remserv,nothing,cluster2,0
hvac,opauto,locsens,locally,insight,cluster2,1
tv,alert,cosecu,remserv,reco,cluster2,0
wash,lochouse,coassis,share,nothing,cluster2,0
secu,preshouse,cotv,locally,nothing,cluster2,1
secu,opauto,cohvac,share,opti,cluster2,0
refr,alert,cowash,share,insight,cluster2,0
light,lochouse,micro,remserv,opti,cluster2,1
wash,alert,cam,locally,reco,cluster2,0
refr,lochouse,coalarm,locally,opti,cluster2,0
hvac,preshouse,colight,share,reco,cluster2,0
refr,alert,cohvac,locally,reco,cluster0,0
assis,preshouse,cotv,remserv,nothing,cluster0,0
wash,opauto,colight,remserv,insight,cluster0,0
hvac,lochouse,cowash,remserv,opti,cluster0,0
tv,opauto,coalarm,share,opti,cluster0,0
alarm,alert,locsens,share,insight,cluster0,0
refr,lochouse,micro,share,nothing,cluster0,0
light,alert,coassis,remserv,reco,cluster0,0
alarm,lochouse,cosecu,locally,opti,cluster0,0
secu,preshouse,cam,share,reco,cluster0,1
tv,preshouse,watch,locally,nothing,cluster0,1
secu,opauto,corefri,locally,insight,cluster0,0
light,alert,corefri,share,opti,cluster0,0
alarm,opauto,colight,share,nothing,cluster0,0
assis,opauto,cotv,locally,opti,cluster0,0
tv,alert,coalarm,locally,insight,cluster0,0
alarm,preshouse,locsens,locally,reco,cluster0,0
light,lochouse,coassis,locally,nothing,cluster0,0
refr,alert,micro,remserv,insight,cluster0,0
wash,lochouse,cosecu,remserv,nothing,cluster0,0
hvac,preshouse,watch,remserv,reco,cluster0,0
secu,opauto,cam,remserv,opti,cluster0,0
assis,preshouse,cohvac,share,insight,cluster0,0
tv,lochouse,cowash,share,reco,cluster0,0
secu,opauto,cotv,remserv,opti,cluster2,0
tv,alert,colight,locally,insight,cluster2,1
assis,preshouse,watch,share,insight,cluster2,1
tv,lochouse,cosecu,share,reco,cluster2,1
refr,alert,coalarm,remserv,insight,cluster2,1
wash,lochouse,cam,remserv,nothing,cluster2,0
alarm,preshouse,coassis,locally,reco,cluster2,1
alarm,opauto,corefri,share,nothing,cluster2,0
hvac,preshouse,locsens,remserv,reco,cluster2,0
light,lochouse,cohvac,locally,nothing,cluster2,1
light,alert,micro,share,opti,cluster2,0
assis,opauto,cowash,locally,opti,cluster2,1
refr,alert,cotv,locally,opti,cluster0,0
alarm,opauto,cosecu,remserv,nothing,cluster0,0
assis,preshouse,micro,remserv,insight,cluster0,0
secu,opauto,coassis,locally,nothing,cluster0,0
wash,alert,colight,share,nothing,cluster0,0
wash,lochouse,locsens,locally,reco,cluster0,0
hvac,opauto,cowash,share,reco,cluster0,0
secu,preshouse,corefri,share,opti,cluster0,0
light,alert,cam,remserv,opti,cluster0,0
hvac,preshouse,coalarm,locally,insight,cluster0,0
tv,lochouse,watch,remserv,reco,cluster0,0
refr,lochouse,cohvac,share,insight,cluster0,0
light,preshouse,cowash,share,opti,cluster3,0
tv,opauto,coassis,share,reco,cluster3,1
wash,opauto,cohvac,remserv,nothing,cluster3,1
hvac,lochouse,corefri,remserv,reco,cluster3,1
alarm,alert,cotv,share,nothing,cluster3,1
assis,lochouse,colight,share,insight,cluster3,1
refr,preshouse,cosecu,remserv,insight,cluster3,0
tv,preshouse,cam,locally,insight,cluster3,0
assis,alert,locsens,locally,opti,cluster3,1
light,opauto,coalarm,locally,nothing,cluster3,1
secu,alert,watch,remserv,opti,cluster3,1
alarm,lochouse,micro,locally,reco,cluster3,1
tv,opauto,cosecu,remserv,reco,cluster3,1
hvac,lochouse,locsens,locally,insight,cluster3,1
hvac,alert,colight,share,reco,cluster3,1
assis,lochouse,watch,remserv,insight,cluster3,1
secu,alert,cotv,locally,nothing,cluster3,1
secu,lochouse,cohvac,share,opti,cluster3,1
refr,opauto,cowash,share,insight,cluster3,1
wash,preshouse,coassis,share,nothing,cluster3,1
light,preshouse,micro,remserv,opti,cluster3,1
refr,preshouse,coalarm,locally,opti,cluster3,1
wash,opauto,cam,locally,reco,cluster3,1
alarm,alert,corefri,remserv,nothing,cluster3,1
light,preshouse,cohvac,remserv,insight,cluster0,0
hvac,lochouse,cosecu,locally,reco,cluster0,1
alarm,preshouse,coassis,share,opti,cluster0,0
refr,preshouse,watch,locally,insight,cluster0,0
refr,opauto,coalarm,share,reco,cluster0,0
alarm,opauto,cam,locally,nothing,cluster0,0
hvac,alert,locsens,share,nothing,cluster0,0
assis,lochouse,cowash,remserv,reco,cluster0,0
secu,lochouse,cotv,share,insight,cluster0,0
wash,alert,corefri,remserv,opti,cluster0,0
tv,opauto,colight,remserv,nothing,cluster0,0
secu,alert,micro,locally,opti,cluster0,0
wash,opauto,micro,remserv,reco,cluster2,0
secu,opauto,coalarm,locally,reco,cluster2,1
refr,preshouse,locsens,remserv,opti,cluster2,1
alarm,lochouse,cotv,locally,insight,cluster2,0
tv,preshouse,coassis,locally,opti,cluster2,1
assis,lochouse,cosecu,share,opti,cluster2,0
assis,alert,colight,locally,nothing,cluster2,1
light,alert,watch,remserv,nothing,cluster2,1
alarm,alert,cohvac,share,reco,cluster2,0
tv,opauto,corefri,share,insight,cluster2,0
secu,preshouse,cowash,share,nothing,cluster2,0
hvac,lochouse,cam,remserv,insight,cluster2,0
wash,lochouse,micro,locally,reco,cluster2,0
hvac,opauto,coassis,share,reco,cluster2,1
hvac,preshouse,cam,locally,insight,cluster2,1
assis,preshouse,cosecu,remserv,insight,cluster2,0
wash,alert,cotv,share,nothing,cluster2,1
alarm,opauto,cohvac,remserv,nothing,cluster2,1
tv,lochouse,corefri,remserv,reco,cluster2,0
light,alert,watch,remserv,opti,cluster2,1
secu,opauto,coalarm,locally,nothing,cluster2,1
refr,lochouse,colight,share,insight,cluster2,0
secu,preshouse,cowash,share,opti,cluster2,1
refr,alert,locsens,locally,opti,cluster2,1
refr,opauto,cowash,locally,nothing,cluster2,0
hvac,lochouse,cosecu,share,insight,cluster2,1
wash,opauto,corefri,share,reco,cluster2,0
hvac,alert,colight,locally,opti,cluster2,1
assis,alert,coalarm,remserv,opti,cluster2,1
wash,preshouse,coassis,locally,insight,cluster2,0
refr,preshouse,watch,share,opti,cluster2,0
alarm,lochouse,cam,remserv,reco,cluster2,0
light,alert,cohvac,share,nothing,cluster2,0
light,lochouse,cotv,locally,reco,cluster2,1
tv,preshouse,locsens,remserv,insight,cluster2,1
secu,opauto,micro,remserv,nothing,cluster2,1
alarm,opauto,colight,locally,insight,cluster3,1
light,preshouse,cam,remserv,nothing,cluster3,1
tv,lochouse,cowash,locally,opti,cluster3,1
secu,lochouse,corefri,share,nothing,cluster3,1
hvac,opauto,coalarm,remserv,insight,cluster3,1
assis,opauto,micro,share,opti,cluster3,1
secu,alert,coassis,locally,reco,cluster3,1
alarm,preshouse,cosecu,share,reco,cluster3,1
wash,alert,locsens,remserv,reco,cluster3,1
assis,preshouse,cohvac,locally,nothing,cluster3,1
tv,alert,watch,share,insight,cluster3,1
refr,lochouse,cotv,remserv,opti,cluster3,1
light,preshouse,coalarm,share,insight,cluster1,0
tv,preshouse,corefri,locally,reco,cluster1,0
alarm,opauto,cohvac,remserv,opti,cluster1,1
tv,opauto,cam,share,nothing,cluster1,0
secu,alert,cowash,remserv,insight,cluster1,0
assis,lochouse,locsens,share,reco,cluster1,0
wash,lochouse,micro,locally,nothing,cluster1,0
wash,alert,cotv,share,opti,cluster1,0
hvac,lochouse,coassis,remserv,nothing,cluster1,0
refr,preshouse,colight,remserv,reco,cluster1,0
light,opauto,watch,locally,opti,cluster1,1
assis,alert,cosecu,locally,insight,cluster1,0
light,preshouse,colight,locally,insight,cluster3,1
hvac,opauto,cohvac,locally,nothing,cluster3,0
alarm,preshouse,coalarm,remserv,insight,cluster3,0
hvac,preshouse,micro,share,opti,cluster3,0
light,opauto,cosecu,share,reco,cluster3,0
refr,opauto,cam,remserv,nothing,cluster3,0
assis,alert,corefri,share,nothing,cluster3,0
tv,alert,cotv,remserv,opti,cluster3,0
wash,lochouse,watch,share,insight,cluster3,0
wash,alert,cowash,locally,opti,cluster3,0
secu,lochouse,locsens,remserv,reco,cluster3,0
assis,lochouse,coassis,locally,reco,cluster3,0
assis,lochouse,micro,locally,reco,cluster2,1
light,preshouse,cam,locally,insight,cluster2,1
assis,alert,cotv,share,nothing,cluster2,0
hvac,opauto,coalarm,locally,nothing,cluster2,1
hvac,preshouse,cowash,share,opti,cluster2,0
tv,alert,watch,remserv,opti,cluster2,1
wash,alert,locsens,locally,opti,cluster2,0
refr,opauto,cohvac,remserv,nothing,cluster2,1
alarm,preshouse,cosecu,remserv,insight,cluster2,1
light,opauto,coassis,share,reco,cluster2,0
wash,lochouse,colight,share,insight,cluster2,0
secu,lochouse,corefri,remserv,reco,cluster2,0
alarm,opauto,corefri,share,insight,cluster2,0
refr,opauto,coalarm,locally,reco,cluster2,1
tv,alert,colight,locally,nothing,cluster2,0
refr,preshouse,cowash,share,nothing,cluster2,0
secu,lochouse,cotv,locally,insight,cluster2,1
tv,lochouse,cosecu,share,opti,cluster2,0
light,opauto,micro,remserv,reco,cluster2,0
alarm,preshouse,coassis,locally,opti,cluster2,0
assis,alert,watch,remserv,nothing,cluster2,1
secu,alert,cohvac,share,reco,cluster2,0
wash,lochouse,cam,remserv,insight,cluster2,0
hvac,preshouse,locsens,remserv,opti,cluster2,0
light,preshouse,coassis,locally,opti,cluster3,1
light,opauto,corefri,share,insight,cluster3,1
alarm,preshouse,locsens,remserv,opti,cluster3,1
wash,alert,colight,locally,nothing,cluster3,1
tv,opauto,coalarm,locally,reco,cluster3,1
hvac,alert,watch,remserv,nothing,cluster3,1
assis,lochouse,cotv,locally,insight,cluster3,1
wash,lochouse,cosecu,share,opti,cluster3,1
assis,alert,cohvac,share,reco,cluster3,1
secu,lochouse,cam,remserv,insight,cluster3,1
tv,preshouse,cowash,share,nothing,cluster3,1
refr,opauto,micro,remserv,reco,cluster3,1
secu,alert,cotv,remserv,reco,cluster2,1
wash,alert,cam,share,insight,cluster2,0
refr,preshouse,coalarm,remserv,nothing,cluster2,0
light,opauto,cohvac,locally,insight,cluster2,1
alarm,opauto,coassis,remserv,insight,cluster2,0
tv,lochouse,colight,remserv,opti,cluster2,0
hvac,preshouse,cosecu,locally,nothing,cluster2,1
wash,lochouse,corefri,locally,opti,cluster2,1
assis,alert,cowash,locally,reco,cluster2,0
hvac,opauto,locsens,share,opti,cluster2,0
light,preshouse,micro,share,reco,cluster2,0
assis,lochouse,watch,share,nothing,cluster2,0
wash,alert,corefri,locally,nothing,cluster0,1
refr,opauto,coalarm,remserv,reco,cluster0,1
wash,lochouse,cam,share,opti,cluster0,0
tv,opauto,colight,locally,reco,cluster0,1
light,opauto,micro,share,insight,cluster0,0
secu,lochouse,cotv,remserv,insight,cluster0,0
hvac,alert,locsens,remserv,nothing,cluster0,1
light,preshouse,cohvac,locally,opti,cluster0,1
assis,lochouse,cowash,locally,insight,cluster0,0
alarm,preshouse,coassis,remserv,opti,cluster0,0
tv,preshouse,cosecu,share,nothing,cluster0,0
assis,alert,watch,share,reco,cluster0,0
wash,opauto,micro,remserv,opti,cluster3,1
secu,preshouse,cowash,share,insight,cluster3,1
alarm,lochouse,cotv,locally,nothing,cluster3,1
alarm,alert,cohvac,share,opti,cluster3,1
refr,lochouse,colight,share,reco,cluster3,0
hvac,opauto,coassis,share,nothing,cluster3,1
tv,lochouse,corefri,remserv,nothing,cluster3,0
light,alert,watch,remserv,insight,cluster3,1
hvac,preshouse,cam,locally,reco,cluster3,1
refr,alert,locsens,locally,insight,cluster3,1
secu,opauto,coalarm,locally,opti,cluster3,1
assis,preshouse,cosecu,remserv,reco,cluster3,1
hvac,lochouse,locsens,share,insight,cluster3,1
wash,preshouse,corefri,locally,insight,cluster3,1
refr,opauto,watch,locally,nothing,cluster3,1
light,alert,micro,share,nothing,cluster3,1
refr,preshouse,coalarm,share,opti,cluster3,1
assis,alert,cowash,remserv,opti,cluster3,1
alarm,lochouse,coassis,remserv,reco,cluster3,1
light,lochouse,cohvac,locally,reco,cluster3,1
tv,preshouse,colight,remserv,insight,cluster3,1
wash,opauto,cam,share,reco,cluster3,1
secu,opauto,cotv,remserv,nothing,cluster3,1
hvac,alert,cosecu,locally,opti,cluster3,1
secu,alert,cotv,locally,insight,cluster0,1
alarm,preshouse,corefri,share,insight,cluster0,0
refr,opauto,cowash,share,nothing,cluster0,0
alarm,opauto,coassis,locally,opti,cluster0,1
tv,lochouse,colight,locally,nothing,cluster0,1
light,preshouse,micro,remserv,reco,cluster0,0
wash,alert,cam,remserv,insight,cluster0,0
tv,alert,cosecu,share,opti,cluster0,0
refr,preshouse,coalarm,locally,reco,cluster0,1
secu,lochouse,cohvac,share,reco,cluster0,0
assis,lochouse,watch,remserv,nothing,cluster0,1
hvac,opauto,locsens,remserv,opti,cluster0,1
assis,opauto,cowash,share,opti,cluster3,1
refr,lochouse,watch,remserv,opti,cluster3,0
tv,lochouse,locsens,locally,opti,cluster3,0
tv,alert,colight,share,insight,cluster3,0
light,preshouse,cohvac,remserv,nothing,cluster3,0
wash,alert,corefri,remserv,reco,cluster3,0
secu,alert,micro,locally,reco,cluster3,0
hvac,opauto,cosecu,remserv,insight,cluster3,1
alarm,preshouse,coassis,share,reco,cluster3,1
assis,preshouse,coalarm,locally,nothing,cluster3,1
alarm,opauto,cam,locally,insight,cluster3,1
secu,lochouse,cotv,share,nothing,cluster3,1
wash,opauto,coalarm,locally,nothing,cluster1,1
assis,opauto,coassis,share,reco,cluster1,1
light,lochouse,colight,share,insight,cluster1,0
tv,alert,cotv,share,nothing,cluster1,0
assis,preshouse,cam,locally,insight,cluster1,1
wash,preshouse,cowash,share,opti,cluster1,1
refr,lochouse,corefri,remserv,reco,cluster1,0
tv,lochouse,micro,locally,reco,cluster1,0
secu,preshouse,cosecu,remserv,insight,cluster1,1
light,alert,locsens,locally,opti,cluster1,1
alarm,alert,watch,remserv,opti,cluster1,1
hvac,opauto,cohvac,remserv,nothing,cluster1,1
alarm,lochouse,cam,locally,nothing,cluster0,0
secu,opauto,micro,locally,opti,cluster0,0
refr,lochouse,coalarm,share,reco,cluster0,0
wash,opauto,corefri,remserv,opti,cluster0,0
alarm,alert,coassis,share,opti,cluster0,0
light,alert,cohvac,remserv,insight,cluster0,1
assis,preshouse,cowash,remserv,reco,cluster0,0
secu,preshouse,cotv,share,insight,cluster0,0
refr,alert,watch,locally,insight,cluster0,1
hvac,opauto,locsens,share,nothing,cluster0,1
tv,lochouse,colight,remserv,nothing,cluster0,0
hvac,preshouse,cosecu,locally,reco,cluster0,1
tv,alert,cotv,share,insight,cluster2,0
hvac,opauto,cohvac,remserv,insight,cluster2,1
secu,lochouse,locsens,share,nothing,cluster2,0
alarm,opauto,watch,locally,insight,cluster2,1
refr,lochouse,corefri,remserv,opti,cluster2,0
assis,preshouse,cam,locally,nothing,cluster2,1
assis,opauto,coassis,share,opti,cluster2,1
tv,lochouse,micro,locally,opti,cluster2,0
wash,alert,cowash,remserv,reco,cluster2,1
alarm,preshouse,coalarm,share,reco,cluster2,0
light,preshouse,colight,remserv,nothing,cluster2,0
secu,alert,cosecu,locally,reco,cluster2,1
assis,preshouse,colight,share,reco,cluster0,0
alarm,lochouse,micro,remserv,opti,cluster0,1
wash,preshouse,cotv,locally,nothing,cluster0,1
assis,opauto,locsens,locally,insight,cluster0,0
hvac,preshouse,corefri,remserv,nothing,cluster0,0
light,alert,cowash,share,insight,cluster0,1
tv,alert,cam,locally,reco,cluster0,1
secu,opauto,watch,remserv,insight,cluster0,1
light,lochouse,coalarm,locally,opti,cluster0,0
refr,alert,cosecu,remserv,reco,cluster0,0
tv,lochouse,coassis,share,nothing,cluster0,1
wash,opauto,cohvac,share,opti,cluster0,1
assis,alert,watch,share,opti,cluster2,0
light,lochouse,micro,remserv,nothing,cluster2,1
hvac,alert,locsens,remserv,insight,cluster2,0
secu,preshouse,cotv,locally,reco,cluster2,1
assis,lochouse,cowash,locally,nothing,cluster2,0
secu,opauto,cohvac,share,nothing,cluster2,0
wash,preshouse,cam,remserv,reco,cluster2,0
tv,opauto,colight,locally,opti,cluster2,0
refr,opauto,coalarm,remserv,opti,cluster2,0
alarm,lochouse,corefri,share,reco,cluster2,0
tv,preshouse,cosecu,share,insight,cluster2,0
alarm,alert,coassis,locally,insight,cluster2,1
tv,opauto,coassis,remserv,insight,cluster2,0
hvac,lochouse,corefri,locally,opti,cluster2,1
hvac,alert,cam,share,insight,cluster2,0
refr,preshouse,cosecu,locally,nothing,cluster2,1
secu,preshouse,coalarm,remserv,nothing,cluster2,1
refr,opauto,locsens,share,opti,cluster2,0
light,lochouse,watch,share,nothing,cluster2,0
light,alert,cowash,locally,reco,cluster2,0
wash,preshouse,micro,share,reco,cluster2,0
alarm,alert,cotv,remserv,reco,cluster2,0
wash,opauto,cohvac,locally,insight,cluster2,1
assis,lochouse,colight,remserv,opti,cluster2,0
refr,preshouse,cam,locally,reco,cluster2,0
assis,lochouse,corefri,remserv,nothing,cluster2,0
alarm,opauto,coalarm,locally,opti,cluster2,1
refr,opauto,coassis,share,nothing,cluster2,0
tv,alert,cohvac,share,opti,cluster2,1
tv,lochouse,cotv,locally,nothing,cluster2,0
wash,alert,watch,remserv,insight,cluster2,1
secu,lochouse,colight,share,reco,cluster2,1
alarm,preshouse,cowash,share,insight,cluster2,0
hvac,opauto,micro,remserv,opti,cluster2,0
secu,alert,locsens,locally,insight,cluster2,0
light,preshouse,cosecu,remserv,reco,cluster2,1
assis,alert,coassis,remserv,opti,cluster1,1
wash,preshouse,cowash,locally,insight,cluster1,0
hvac,alert,cohvac,locally,opti,cluster1,1
alarm,lochouse,coalarm,remserv,reco,cluster1,0
refr,opauto,corefri,locally,nothing,cluster1,1
wash,opauto,watch,share,reco,cluster1,0
light,lochouse,colight,locally,reco,cluster1,1
light,alert,cosecu,share,nothing,cluster1,0
refr,preshouse,cam,share,opti,cluster1,0
tv,preshouse,cotv,remserv,insight,cluster1,0
secu,opauto,locsens,remserv,nothing,cluster1,0
hvac,lochouse,micro,share,insight,cluster1,0
wash,preshouse,cotv,locally,opti,cluster2,0
alarm,lochouse,micro,remserv,insight,cluster2,0
refr,alert,cosecu,remserv,nothing,cluster2,0
hvac,alert,coassis,locally,nothing,cluster2,1
wash,opauto,cohvac,share,insight,cluster2,0
tv,preshouse,cam,remserv,opti,cluster2,0
hvac,lochouse,corefri,share,opti,cluster2,0
assis,opauto,locsens,locally,reco,cluster2,0
light,alert,cowash,share,reco,cluster2,0
assis,preshouse,colight,share,nothing,cluster2,1
secu,opauto,watch,remserv,reco,cluster2,1
light,lochouse,coalarm,locally,insight,cluster2,0
tv,preshouse,cam,locally,nothing,cluster2,1
alarm,lochouse,micro,locally,opti,cluster2,1
secu,opauto,watch,locally,insight,cluster2,1
secu,preshouse,coalarm,share,reco,cluster2,0
hvac,lochouse,corefri,remserv,opti,cluster2,1
refr,alert,cosecu,locally,reco,cluster2,0
assis,preshouse,colight,remserv,nothing,cluster2,1
alarm,alert,cotv,share,insight,cluster2,0
light,alert,cowash,remserv,reco,cluster2,0
wash,opauto,cohvac,remserv,insight,cluster2,0
tv,opauto,coassis,share,opti,cluster2,0
refr,lochouse,locsens,share,nothing,cluster2,0
hvac,alert,cowash,locally,reco,cluster1,1
tv,preshouse,coalarm,remserv,nothing,cluster1,0
light,opauto,coassis,remserv,insight,cluster1,0
refr,preshouse,micro,share,reco,cluster1,0
hvac,lochouse,watch,share,nothing,cluster1,0
wash,lochouse,colight,remserv,opti,cluster1,0
secu,lochouse,corefri,locally,opti,cluster1,1
assis,alert,cotv,remserv,reco,cluster1,0
refr,opauto,cohvac,locally,insight,cluster1,1
secu,alert,cam,share,insight,cluster1,0
alarm,opauto,locsens,share,opti,cluster1,0
alarm,preshouse,cosecu,locally,nothing,cluster1,1
wash,opauto,watch,locally,opti,cluster0,0
wash,preshouse,coalarm,share,insight,cluster0,0
alarm,alert,cowash,remserv,insight,cluster0,0
assis,opauto,cam,share,nothing,cluster0,0
hvac,lochouse,micro,locally,nothing,cluster0,0
hvac,alert,cotv,share,opti,cluster0,0
light,lochouse,locsens,share,reco,cluster0,0
tv,opauto,cohvac,remserv,opti,cluster0,0
light,alert,cosecu,locally,insight,cluster0,0
refr,lochouse,coassis,remserv,nothing,cluster0,0
assis,preshouse,corefri,locally,reco,cluster0,0
secu,preshouse,colight,remserv,reco,cluster0,0
tv,alert,colight,share,reco,cluster0,0
alarm,preshouse,coassis,share,nothing,cluster0,1
secu,preshouse,micro,remserv,opti,cluster0,0
assis,preshouse,coalarm,locally,opti,cluster0,0
tv,lochouse,locsens,locally,insight,cluster0,0
refr,lochouse,watch,remserv,insight,cluster0,0
light,alert,cotv,locally,nothing,cluster0,0
alarm,opauto,cam,locally,reco,cluster0,0
wash,alert,corefri,remserv,nothing,cluster0,0
hvac,opauto,cosecu,remserv,reco,cluster0,1
assis,opauto,cowash,share,insight,cluster0,0
light,lochouse,cohvac,share,opti,cluster0,0
light,opauto,coassis,share,nothing,cluster3,1
assis,opauto,micro,remserv,opti,cluster3,1
tv,alert,watch,remserv,insight,cluster3,1
wash,alert,locsens,locally,insight,cluster3,1
wash,lochouse,colight,share,reco,cluster3,1
light,preshouse,cam,locally,reco,cluster3,1
hvac,preshouse,cowash,share,insight,cluster3,1
refr,alert,cohvac,share,opti,cluster3,0
refr,lochouse,cotv,locally,nothing,cluster3,0
secu,lochouse,corefri,remserv,nothing,cluster3,0
alarm,preshouse,cosecu,remserv,reco,cluster3,1
hvac,opauto,coalarm,locally,opti,cluster3,1
alarm,alert,cosecu,remserv,insight,cluster2,1
